start_f0,end_f0,mean_f0,max_f0,min_f0,slope,TCoG,filename,cluster_label
1.77944391,-0.0525220888,0.8714254872,0.8896557593,0.5812444326,-1.430971016,0.6781365551,SDRW2200000453.1.1.163_F,0
2.24909199,-0.1238111474,1.05894032,1.230154813,0.4492105738,-1.611381321,0.6754987968,SDRW2200000453.1.1.175_F,0
0.3116387652,0.1393772857,0.2622934525,-0.1745160854,0.9366596311,-0.04024744837,-1.306842529,SDRW2200000453.1.1.18_F,0
-0.638190398,3.526387072,1.430546508,3.30878624,-0.1038616737,2.401367702,-0.7037410693,SDRW2200000453.1.1.203_F,1
2.948400871,-0.1826281639,1.37351207,1.73716,0.340276078,-2.112901754,0.1233500352,SDRW2200000453.1.1.216_F,0
0.00246410606,-0.3110335061,-0.2326991187,-0.3986704757,0.1024576365,-0.1776109882,-0.1851797637,SDRW2200000453.1.1.249_F,0
0.9731527486,1.245987563,1.428146544,0.8995383176,1.944106848,0.6678058977,-0.3794506644,SDRW2200000453.1.1.253_F,1
0.3023449378,-0.3759448159,-0.1274536394,-0.1812541934,-0.01776404808,-1.389274607,0.4951420712,SDRW2200000453.1.1.31_F,0
-0.2325664631,-0.1172916709,-0.2084524238,-0.540769685,0.411674109,0.1211870722,0.6247439303,SDRW2200000453.1.1.42_F,0
-0.573959724,1.978861762,1.182503172,1.673821786,-0.02222642502,1.55933045,1.385891077,SDRW2200000453.1.1.5_F,1
2.666694636,1.291056988,2.330038891,1.532920462,3.069675807,-1.609776483,0.5015825978,SDRW2200000453.1.1.69_F,1
0.1567416414,-0.2427207302,-0.1025716599,-0.2868178842,0.2289791473,-0.3351282151,0.5940360271,SDRW2200000453.1.1.9_F,0
0.1084137387,-0.3674411509,-0.2205228309,-0.3218560454,-0.00201448242,-0.3115615238,-0.2618945683,SDRW2200000454.1.1.107_F,0
3.107841644,-0.1861713577,1.452605,1.852755985,0.333713759,-2.439617901,0.4683468429,SDRW2200000454.1.1.124_F,0
-0.1943585059,2.012309511,1.402099876,1.709159419,0.4602352698,1.263787187,0.3228305086,SDRW2200000454.1.1.126_F,1
-0.2315338156,-0.3483079045,-0.3805086651,-0.5683210596,0.03342204032,-0.1381956945,-1.174251211,SDRW2200000454.1.1.139_F,0
0.8624529375,2.577236326,1.473534098,2.306006045,0.3090394394,1.151421107,0.5268391338,SDRW2200000454.1.1.144_F,1
-0.4514877315,1.561615264,0.9335774956,1.232999792,0.1334317823,2.092463737,0.4744356684,SDRW2200000454.1.1.160_F,1
0.5239510896,-0.1982182165,0.8463670398,1.219673312,0.3114018743,-0.3079486721,1.656041492,SDRW2200000454.1.1.161_F,0
-0.8290236546,-0.2187687404,-0.5900466969,-0.6479804689,-0.3464049849,0.7420569369,0.143638793,SDRW2200000454.1.1.183_F,0
-0.1311604794,2.331480406,1.67294287,2.046364286,0.5405580547,1.797868869,0.1948552671,SDRW2200000454.1.1.230_F,1
0.07061884054,-0.240594814,-0.145135727,-0.3492576842,0.2329165387,-0.3570713804,0.9043682942,SDRW2200000454.1.1.239_F,0
0.1621114083,2.816472769,2.185617529,2.55875996,0.9132977754,1.778363918,0.252798025,SDRW2200000454.1.1.247_F,1
0.7808737856,-0.4931536658,0.03030869882,0.1656834968,-0.2348455615,-0.7013153232,0.02010377803,SDRW2200000454.1.1.250_F,0
0.03963941577,0.1918165534,0.1620243691,-0.2141960543,0.7576395681,0.2672121271,-0.2969108101,SDRW2200000454.1.1.252_F,0
-0.2550781785,1.048844262,0.6511934983,0.6912559149,0.383062398,1.15108838,1.010362216,SDRW2200000454.1.1.262_F,1
1.241641097,2.968121462,2.852348699,2.718977193,2.285347437,1.512895825,-0.537584276,SDRW2200000454.1.1.268_F,1
-1.202842047,2.40432847,0.6336878787,2.123328452,-0.8215168824,2.371489302,0.409305019,SDRW2200000454.1.1.4_F,1
-0.3552449852,0.0265619961,-0.1638766222,-0.3887879174,0.2557534089,0.2106910576,-0.0884619584,SDRW2200000454.1.1.58_F,0
0.85315911,3.07285827,2.731432867,2.829631898,1.791598554,2.323715193,0.8041774404,SDRW2200000454.1.1.82_F,1
1.26441452,0.8686843955,1.243710032,0.5824708976,2.084824426,-0.0627497634,-0.5282343503,SDRW2200000455.1.1.98_M,1
3.877759718,0.8880567605,2.606170318,2.600029603,2.117650004,-1.631396696,-0.2121061708,SDRW2200000456.1.1.116_M,0
-0.6456441058,-0.2064818615,-0.4840376451,-0.6187375368,-0.1860322139,0.4241555855,-0.9928615636,SDRW2200000456.1.1.149_M,0
2.608259415,-0.4208196947,1.047873499,1.619948063,-0.1001807027,-1.686379583,-0.179350483,SDRW2200000456.1.1.150_M,0
3.50338159,1.035833135,2.51484847,2.311001635,2.368050245,-2.920481689,0.9507330893,SDRW2200000456.1.1.167_M,0
-0.7936695006,0.583562921,-0.0154349184,0.1963315822,-0.3737271845,1.183776766,-0.1532841632,SDRW2200000456.1.1.203_M,0
-0.6230752116,0.4732894588,-0.003441429962,0.08256525435,-0.1574150435,0.6971655303,0.06371301219,SDRW2200000456.1.1.86_M,1
0.9268767921,0.5532625553,0.8518656309,0.3218845115,1.550356684,-0.08962082603,-1.930138295,SDRW2200000457.1.1.149_M,0
-0.8902510923,-0.7317709892,-0.972686631,-1.080977301,-0.6270733107,0.009737623794,1.367029001,SDRW2200000457.1.1.157_M,0
0.5783865129,-0.7973389938,-0.2597594114,0.05284252005,-0.7381752664,-0.9103345308,-0.134746468,SDRW2200000457.1.1.197_M,0
1.297272175,-0.2052400433,0.5198173369,0.6078377139,0.2651090607,-1.915696824,0.2311940536,SDRW2200000458.1.1.100_M,0
-0.867018407,-0.4767015168,-0.7847315337,-0.897516286,-0.4667329883,0.1856104706,-0.6608368786,SDRW2200000458.1.1.225_M,0
-0.4252654912,-0.8186982681,-0.7926129689,-0.7219984154,-0.7743675702,-0.5146562048,-0.4046168034,SDRW2200000458.1.1.265_M,0
1.299263548,0.6220592874,1.091564064,0.6093750967,1.66692957,-0.3747686315,-1.16898201,SDRW2200000458.1.1.291_M,1
1.15588469,0.09950215988,0.6570571117,0.4986835345,0.7814806502,-0.5632407328,0.7093727912,SDRW2200000458.1.1.305_M,0
-0.8195573499,-0.8475084519,-1.016034525,-1.026400211,-0.8231850962,-0.290055536,-0.1565424532,SDRW2200000458.1.1.75_M,0
0.4721121855,0.4932714792,0.6089470735,0.1042918469,1.30729941,0.4287607184,0.781778476,SDRW2200000459.1.1.167_F,1
-0.647690755,-0.1773842372,-0.4661662031,-0.6042576352,-0.1159363407,0.2726547627,-0.2171186208,SDRW2200000459.1.1.184_F,0
-0.6499625794,-0.2831131392,-0.5463179414,-0.715960491,-0.1188237611,0.2757440089,-1.260813646,SDRW2200000459.1.1.2_F,0
1.109255688,2.231137158,2.233899157,1.940351388,2.117089578,1.562806418,-1.035571067,SDRW2200000459.1.1.45_F,1
-0.3657779896,3.821889432,1.942727056,3.62098524,0.2423662781,3.247412022,1.585591363,SDRW2200000459.1.1.47_F,1
0.7616665422,1.378786466,1.418934917,1.039840698,1.675314261,0.8936827396,-1.23254567,SDRW2200000459.1.1.49_F,1
-0.7645864511,1.752947727,0.9160012888,1.43514303,-0.2645072435,2.009844776,1.385869095,SDRW2200000460.1.1.105_F,1
-0.1326061859,2.864376749,2.070313377,2.609370637,0.5387206053,2.093235086,-0.08224124502,SDRW2200000460.1.1.119_F,1
-1.038031507,2.150494068,1.0728107,1.855151757,-0.6120476591,2.621045972,0.05175687794,SDRW2200000460.1.1.220_F,1
0.2699198065,1.32748102,1.128503982,0.9856363633,1.050318997,3.603259673,-0.2102824304,SDRW2200000460.1.1.267_F,1
-0.5941996149,-0.2704993694,-0.5083067471,-0.7026340109,-0.0479507156,0.2347614812,0.6194684137,SDRW2200000460.1.1.66_F,0
-0.8616553153,2.225468048,1.219243797,1.934361959,-0.3878788412,4.686341342,1.619772315,SDRW2200000460.1.1.86_F,1
0.3079212342,3.001285756,2.398437864,2.754015354,1.098617665,2.456698728,-0.6023852056,SDRW2200000460.1.1.87_F,1
-0.902135097,0.7952933159,0.1300483784,0.423378691,-0.4393274223,1.566708914,0.04870147455,SDRW2200000461.1.1.11_F,1
0.4859496619,-0.5682693736,-0.1770058369,-0.04813912793,-0.3739667248,-0.5121451475,-0.2342640499,SDRW2200000461.1.1.127_F,0
-0.8455460144,-0.4547454453,-0.7748086298,-0.897290462,-0.3674044058,0.1448549832,-1.183681197,SDRW2200000461.1.1.152_F,0
1.049155604,3.136068847,2.879136532,2.896414035,2.040704184,3.048963812,-1.948982812,SDRW2200000461.1.1.272_F,1
-1.085739821,1.443981231,0.5205366357,1.108719135,-0.6726834869,1.404473793,-1.071576468,SDRW2200000461.1.1.304_F,1
-0.3701151091,-0.1094966446,-0.2731455705,-0.5325342198,0.2368539301,0.3096717045,-0.2325714883,SDRW2200000461.1.1.309_F,0
-0.4345523126,1.45730364,0.864331476,1.122794293,0.1549561887,1.062215624,0.08147562175,SDRW2200000462.1.1.119_F,1
-0.2587957094,-0.5284438757,-0.5290593768,-0.5880861762,-0.300206259,-0.1338034363,0.0840254548,SDRW2200000462.1.1.172_F,0
-0.5221208199,1.752380816,1.039881783,1.434544087,0.043659258,1.942601493,-0.2391878654,SDRW2200000462.1.1.184_F,1
-0.9289839318,2.041080245,1.046975794,1.739555772,-0.4734514813,1.784211561,-0.3022962334,SDRW2200000462.1.1.33_F,1
-0.8426546015,2.041788883,1.091763357,1.740304451,-0.3637295071,1.704538064,0.2551500262,SDRW2200000462.1.1.51_F,1
1.666885334,-0.9150771796,0.1693301418,0.8080497855,-1.016286511,-2.145839602,-0.3523257163,SDRW2200000463.1.1.105_F,0
-0.03739608713,3.213593926,2.380014611,2.97831948,0.6597297682,3.322024162,0.5333016417,SDRW2200000463.1.1.114_F,1
-0.6615282313,-1.062332313,-1.134379704,-0.8800708529,-1.28901649,-0.3371597762,-0.3498638085,SDRW2200000463.1.1.12_F,0
-0.9605829451,-0.8209699531,-0.9120300999,-0.7761542551,-0.8419913178,-0.05233171038,0.8520307727,SDRW2200000463.1.1.13_F,0
2.353595916,1.191705835,2.095301237,1.305921093,2.885668382,-0.2980277491,-0.6500626873,SDRW2200000463.1.1.143_F,1
-1.417632725,-0.6416843485,-1.207755073,-1.094791892,-1.094509354,10.91512513,-1.269782025,SDRW2200000463.1.1.197_F,0
-1.121882483,-0.6007250285,-1.025534279,-1.051518266,-0.7186197201,0.227178303,-1.635045609,SDRW2200000463.1.1.234_F,0
1.922362323,0.9076834223,1.662037151,0.9932728856,2.359632889,-0.4431513678,0.4920427052,SDRW2200000463.1.1.257_F,1
0.1321646311,-1.012444144,-0.6902098995,-0.3046364362,-1.196619038,-1.02506355,1.212634317,SDRW2200000463.1.1.289_F,0
1.061134315,0.7217366133,1.081598804,0.3688748847,2.015242386,0.05167070055,-0.3321248838,SDRW2200000463.1.1.45_F,0
2.09274916,0.4273680751,1.496121994,1.116804864,1.470044922,-0.4895805603,0.201317775,SDRW2200000463.1.1.58_F,0
1.44197471,-0.5321287972,0.340115814,0.6449875738,-0.3070310708,-1.469196598,0.585771051,SDRW2200000463.1.1.82_F,0
-1.776787523,-0.07888345043,-0.9714292084,-0.5001913017,-1.550984265,1.399437237,-1.138267791,SDRW2200000464.1.1.113_F,1
2.352769798,1.447949608,2.286310135,1.30532215,3.360255294,-0.2054014796,-0.2708409653,SDRW2200000464.1.1.174_F,1
-0.6507886974,-0.688596234,-0.8496663299,-0.8722845948,-0.596823079,-0.09209065514,-1.362697062,SDRW2200000464.1.1.179_F,0
2.157186363,0.6437863504,1.585273597,1.163522412,1.870871368,-0.7515678207,1.524834996,SDRW2200000464.1.1.224_F,1
-0.3139390855,-0.6102207878,-0.6184227416,-0.6280656166,-0.4516645821,-0.36477083,0.6015096757,SDRW2200000464.1.1.228_F,0
-0.0685820414,-1.034695401,-0.8097492819,-0.4501795674,-1.237830401,-0.826079846,0.04569003379,SDRW2200000464.1.1.244_F,0
1.692701521,-0.06952941888,0.8142498747,0.826766752,0.5497453013,-1.842290484,0.2582493922,SDRW2200000464.1.1.273_F,0
2.922378155,1.744727518,2.800043602,1.718293298,3.909915136,-0.334400327,-1.063311492,SDRW2200000464.1.1.276_F,1
1.312687244,1.042466513,1.614284927,0.9660209824,2.375644947,0.1866517924,1.238638218,SDRW2200000464.1.1.318_F,1
1.906046493,1.09745688,1.795446914,0.9814437628,2.711110696,-0.1710026268,-1.36766484,SDRW2200000465.1.1.151_F,1
-0.5363713553,2.908170624,1.896033639,2.655638978,0.02554725749,3.355981096,0.6088514364,SDRW2200000465.1.1.157_F,1
2.393662639,-1.031719118,0.4547846813,1.334969825,-1.232318053,-3.880208733,0.5886725852,SDRW2200000465.1.1.198_F,0
-0.5937865559,-0.4018809943,-0.6062464537,-0.8309575329,-0.06580022335,0.05890343487,-1.389734085,SDRW2200000465.1.1.210_F,0
-1.063021576,-1.396242893,-1.589666989,-1.171157115,-1.907449435,-0.7727772103,-0.3393787192,SDRW2200000465.1.1.26_F,0
0.7519596558,1.277876307,1.338571418,0.9332288572,1.662977101,0.6550469829,0.6185232169,SDRW2200000465.1.1.274_F,1
-0.6743330603,1.186603636,0.5391716501,0.836799046,-0.1497979069,1.053076139,-0.3040547389,SDRW2200000465.1.1.301_F,1
3.613425856,0.9157619041,2.53502405,2.219309056,2.374594976,-0.9001525903,0.3195333107,SDRW2200000465.1.1.40_F,1
-0.06094044995,-1.044049433,-0.8128198241,-0.4446393453,-1.255154924,-0.4888639802,-0.7558807588,SDRW2200000466.1.1.106_F,0
-0.9318753448,1.625392752,0.7349451825,1.300380871,-0.4771263799,2.135965999,1.208106165,SDRW2200000466.1.1.116_F,1
-0.3984096504,1.879935792,1.198597048,1.569306245,0.2008924219,2.149451037,1.563522119,SDRW2200000466.1.1.119_F,1
1.955200514,-0.8889992735,0.3366217488,1.017080867,-0.9679878431,-1.624274153,0.6952160403,SDRW2200000466.1.1.164_F,0
-1.512016706,1.523773955,0.361609609,1.193020352,-1.214468546,2.243857327,0.7976050259,SDRW2200000466.1.1.173_F,1
-0.516751053,1.973476108,1.207808674,1.668131828,0.05048406979,1.732374515,0.6965788821,SDRW2200000466.1.1.192_F,1
-0.4132797743,-1.025908281,-0.9798996695,-0.7000885035,-1.22155585,-0.6239066282,1.091363378,SDRW2200000466.1.1.20_F,0
-0.2234791652,-0.3348437682,-0.3663206427,-0.5624813661,0.05835885262,-0.05884614972,-1.95694005,SDRW2200000466.1.1.211_F,0
-1.246006712,1.654588669,0.595711978,1.331226432,-0.8763778695,1.752344251,0.6674536339,SDRW2200000466.1.1.220_F,1
0.1930908331,-0.2774440292,-0.1098774326,-0.2604643954,0.1646684208,-0.3475589547,0.8691322392,SDRW2200000466.1.1.23_F,0
-0.5326538243,0.7261301736,0.9016367985,1.126387951,0.03027212719,0.7421141266,1.141392861,SDRW2200000466.1.1.255_F,1
-1.203668165,3.089298689,1.689248508,2.847001243,-0.8225668535,3.124649055,0.558030626,SDRW2200000466.1.1.265_F,1
1.621448844,-0.6039847668,0.3784446505,0.7751079246,-0.4401149006,-2.030414817,0.4601478108,SDRW2200000466.1.1.26_F,0
-0.1561505487,1.417903325,0.9776238934,1.08116776,0.5087964306,1.068597708,0.4420791662,SDRW2200000466.1.1.273_F,1
1.072699967,-1.02845938,-0.219993427,0.3772600856,-1.22628072,-1.559037537,0.6290302876,SDRW2200000466.1.1.293_F,0
0.1298928066,-1.265428179,-0.8803717515,-0.3062835293,-1.665168616,-0.7492069597,-0.8704034328,SDRW2200000466.1.1.34_F,0
-0.04111361811,-1.351882107,-1.03262829,-0.4302647151,-1.825289201,-1.663242143,-0.2877885626,SDRW2200000466.1.1.39_F,0
-0.6505821679,-0.7468463395,-0.8930774431,-0.8721348591,-0.7047076038,-0.1915042086,-1.164139804,SDRW2200000466.1.1.44_F,0
-0.7092365455,-0.6389915212,-0.8425723187,-0.9146598069,-0.5049506126,-0.03438933899,-1.253339998,SDRW2200000466.1.1.52_F,0
-0.2645785354,-0.694265344,-0.655904532,-0.5922787767,-0.6073227894,-0.2889128638,-1.641881799,SDRW2200000466.1.1.72_F,0
-0.1429326608,-0.1270708857,0.45969049,0.8077503141,0.4431732403,0.03153888302,1.038652174,SDRW2200000466.1.1.75_F,0
-0.06238615644,1.424847985,1.030881918,1.088504811,0.6279681441,0.9110644033,0.3820262017,SDRW2200000466.1.1.94_F,1
-0.6136133877,3.688240163,2.439201958,3.479784445,-0.07262503514,3.20937547,0.9193815353,SDRW2200000467.1.1.137_F,1
1.05886249,2.296615379,2.256981164,2.009529296,2.053041344,1.04905423,0.7163400882,SDRW2200000467.1.1.148_F,1
-0.778630457,2.281025327,0.9072131854,1.993058366,-0.2823567512,2.258454424,1.362634841,SDRW2200000467.1.1.172_F,1
-0.1074095871,-0.1267874302,-0.3263683012,-0.4783298849,-0.1434980806,0.02563839102,0.6774990968,SDRW2200000467.1.1.189_F,0
2.678879876,0.362598493,1.642660971,1.541754871,1.35008573,-2.597143425,-0.07940565482,SDRW2200000467.1.1.197_F,0
1.28129476,0.8392289187,0.8518728395,0.5284931746,0.6838791022,0.02689847201,-0.3942440923,SDRW2200000467.1.1.231_F,1
-0.2030327449,1.945980924,1.348100686,1.639083096,0.4492105738,1.528865355,-0.16579224,SDRW2200000467.1.1.244_F,1
2.598539901,-0.4249826177,1.013093949,1.483507671,-0.1085865434,-1.397720655,-0.9161245771,SDRW2200000467.1.1.266_F,0
1.305871771,0.7339251999,1.216173254,0.5463117267,2.037816764,-0.04817547802,-1.354036422,SDRW2200000467.1.1.300_F,0
-0.1084422346,2.908454079,2.115630344,2.65593845,0.5694322584,2.108984264,-0.04773057359,SDRW2200000467.1.1.309_F,1
-1.343282106,-0.1918404677,-0.8335724538,-0.6195306798,-1.00001196,0.5842634923,-0.280732559,SDRW2200000467.1.1.46_F,0
0.1160553302,3.739545609,2.851607534,3.53398878,0.8547618896,2.626945754,1.252354561,SDRW2200000467.1.1.59_F,1
2.649552687,4.46788452,4.69456811,4.303480705,4.074760589,1.740361034,-0.4028607695,SDRW2200000468.1.1.124_F,1
-1.347412696,2.160981922,0.9220364923,1.866232201,-1.005261815,1.970189243,-0.1338094203,SDRW2200000468.1.1.146_F,1
0.09829379333,-0.6635104221,-0.4468959041,-0.3291930962,-0.5503618603,-0.6317104497,0.4860637863,SDRW2200000468.1.1.164_F,0
-0.181966736,3.000435389,2.146653408,2.753116939,0.4759848355,1.792559066,0.4972522779,SDRW2200000468.1.1.189_F,1
-0.9587241796,-0.9490918398,-1.202143393,-1.095540571,-1.079284774,-0.1837774837,-0.9356220074,SDRW2200000468.1.1.22_F,0
-0.6001889703,3.307842881,2.161900238,3.077893741,-0.05556300567,3.497220756,2.065487528,SDRW2200000468.1.1.230_F,1
0.1022178538,1.430375367,1.119398236,1.094344504,0.8371748747,0.8367368555,1.288184112,SDRW2200000468.1.1.253_F,1
-0.7367049688,-1.133479643,-1.226072446,-0.9345746592,-1.420787856,-0.4146032174,0.5300264251,SDRW2200000468.1.1.259_F,0
1.033046303,-0.6876041397,0.01432070347,0.3485108252,-0.5949856296,-1.972833491,1.18702608,SDRW2200000468.1.1.26_F,0
1.943015273,3.486136391,3.598913965,3.266261292,3.176772854,1.521846356,-0.1637040147,SDRW2200000468.1.1.271_F,1
-0.7261719644,-0.4738786917,-0.7279034514,-0.9175047858,-0.2156835899,0.08065236713,-0.8248581391,SDRW2200000469.1.1.117_F,0
0.4962761368,0.9812401249,0.985882593,0.6198319709,1.338011063,0.7419162728,-1.555539177,SDRW2200000469.1.1.128_F,1
2.920725919,-0.3562446586,1.229620111,1.717095412,0.0187224457,-1.793245497,0.1843921591,SDRW2200000469.1.1.156_F,1
0.6577822045,0.7149336813,0.869731395,0.3384785311,1.543280402,0.284614801,-0.4811362479,SDRW2200000469.1.1.163_F,1
2.695402236,0.7754514308,1.959562098,1.553733729,2.114727143,-1.485006611,1.033816284,SDRW2200000469.1.1.165_F,1
3.775344983,0.3852749331,2.221722869,2.33670187,1.392084572,-1.356915552,-1.643332566,SDRW2200000469.1.1.166_F,1
-1.103914417,-1.117180952,-1.402152156,-1.20080479,-1.390601188,-0.1407582994,-0.9720230723,SDRW2200000469.1.1.17_F,0
2.073541916,0.3458746184,1.319830522,1.102879441,1.319111584,-0.5349731979,-1.069839944,SDRW2200000469.1.1.207_F,1
2.55785359,1.030844838,2.079842646,1.454009732,2.587739098,-0.447941113,-1.171855247,SDRW2200000469.1.1.209_F,1
-1.059717104,-1.041498333,-1.215696131,-1.115455423,-1.250430054,-0.1191855687,0.749224142,SDRW2200000469.1.1.20_F,0
0.2916054038,-0.4269668062,-0.1710765141,-0.1890404514,-0.1122614421,-0.3221001158,-0.2351433026,SDRW2200000469.1.1.243_F,0
1.109875277,-0.6323303169,0.09500184556,0.4042125173,-0.4926134528,-1.598694482,0.5907608105,SDRW2200000469.1.1.248_F,0
0.5751704052,1.133597457,1.158644706,0.7807978824,1.438283297,0.6530696253,1.186564472,SDRW2200000469.1.1.285_F,1
-0.1043116446,3.528938172,2.581293943,3.311481483,0.5746821136,2.262391922,0.355208992,SDRW2200000469.1.1.286_F,1
2.082422685,-0.7518068108,0.5043368788,1.109318078,-0.7138948504,-3.840095523,1.869172365,SDRW2200000469.1.1.288_F,0
-1.132622017,4.350817398,2.172982424,4.17979899,-0.7322693437,3.20104261,1.478036767,SDRW2200000469.1.1.59_F,1
0.4000333905,3.941649382,3.148179553,3.747511933,1.215689436,2.475594497,0.5948932986,SDRW2200000469.1.1.70_F,1
0.7005338107,0.8396541019,0.9848237853,0.470245975,1.597616403,0.3279548488,-0.9332480249,SDRW2200000469.1.1.71_F,1
0.2246898464,-0.5791824104,-0.319097822,-0.2375548285,-0.3941786674,-0.4248206815,-1.228676957,SDRW2200000469.1.1.79_F,0
0.6059433004,2.674745018,2.307274526,2.409024228,1.477394719,1.455385896,-1.006247987,SDRW2200000469.1.1.83_F,1
-0.8998632725,-0.8123245603,-0.9214181943,-0.8492252922,-0.8259792594,-0.08515889391,-0.2025669873,SDRW2200000469.1.1.97_F,0
-1.154101085,-0.9152189074,-1.277001093,-1.237190573,-1.016549004,-0.1051875004,-1.159128063,SDRW2200000469.1.1.99_F,0
0.3591405498,1.667344166,1.428146544,1.344702648,1.163715869,1.436550933,-0.2231854649,SDRW2200000470.1.1.127_F,1
3.800541582,0.3779050901,2.229134523,2.354969629,1.378434948,-1.873155914,1.432249679,SDRW2200000470.1.1.142_F,0
2.532863521,-0.2578855996,1.104257287,1.435891708,0.2008924219,-3.623645294,1.449944641,SDRW2200000470.1.1.144_F,0
-0.9574850026,-1.109385926,-1.321259252,-1.094642156,-1.376164087,-0.2860049485,-0.1199172264,SDRW2200000470.1.1.14_F,0
